"","gene","Cluster","membership","timepoint","z"
"1","10","cluster[genes]~6",0.779229421236439,"d5",-1.0189268959282
"2","100","cluster[genes]~6",0.845201931175536,"d5",-0.226925041420361
"3","1000","cluster[genes]~3",0.998155886862188,"d5",1.06491202887525
"4","100033407","cluster[genes]~2",0.681797778832807,"d5",0.458060601560518
"5","100033413","cluster[genes]~2",0.982756437384162,"d5",-0.338997333762465
"6","100033414","cluster[genes]~2",0.958638605258022,"d5",-0.229233274438237
"7","100033415","cluster[genes]~5",0.984721110285606,"d5",-0.166433234896033
"8","100033416","cluster[genes]~2",0.492895074005703,"d5",0.0503731882008484
"9","100033419","cluster[genes]~4",0.333400099715299,"d5",0.571237061830887
"10","100033423","cluster[genes]~2",0.601532328720052,"d5",-0.672281514542035
"11","100033426","cluster[genes]~1",0.990012684932505,"d5",1.33674183324427
"12","100033428","cluster[genes]~6",0.479649353758905,"d5",-0.819514427342208
"13","100033429","cluster[genes]~1",0.705442002422163,"d5",0.635678169004311
"14","100033430","cluster[genes]~3",0.307364794241941,"d5",0.621690665014338
"15","100033431","cluster[genes]~3",0.36549712960623,"d5",1.04705392016205
"16","100033432","cluster[genes]~3",0.350678086710786,"d5",0.855430139095857
"17","100033433","cluster[genes]~5",0.98641158615623,"d5",-0.596828171573052
"18","100033434","cluster[genes]~3",0.914134980307307,"d5",1.34200869253169
"19","100033436","cluster[genes]~2",0.893021007965118,"d5",-0.725605993075412
"20","10004","cluster[genes]~1",0.915750734773045,"d5",1.47591030470784
"21","100048912","cluster[genes]~5",0.958040062196733,"d5",-0.0481863335221478
"22","100049716","cluster[genes]~3",0.989663990986998,"d5",1.11499323665114
"23","10008","cluster[genes]~2",0.402144863601048,"d5",0.27528037116415
"24","1001","cluster[genes]~2",0.841377774821477,"d5",0.229743014761597
"25","100101267","cluster[genes]~2",0.454749049883726,"d5",0.556434053414967
"26","100101440","cluster[genes]~5",0.963925225609215,"d5",-0.152419799730124
"27","100101467","cluster[genes]~3",0.98324960280585,"d5",0.910695947606065
"28","100113379","cluster[genes]~6",0.757902078688217,"d5",-0.409705476931074
"29","100113381","cluster[genes]~6",0.989182760806247,"d5",-0.238773677647011
"30","100113382","cluster[genes]~3",0.408308696237662,"d5",0.291188340746031
"31","100113386","cluster[genes]~2",0.454570046303381,"d5",-1.24625390404563
"32","100113389","cluster[genes]~4",0.692283996247801,"d5",-1.27192144343913
"33","100113392","cluster[genes]~4",0.819196578488955,"d5",-0.354614819419616
"34","100113403","cluster[genes]~3",0.990394220047721,"d5",1.21527877192375
"35","100124516","cluster[genes]~6",0.896672122249491,"d5",-0.909406727214607
"36","100124534","cluster[genes]~5",0.996305181678028,"d5",-0.260131253109044
"37","100124535","cluster[genes]~2",0.632467101808878,"d5",-0.79222249384366
"38","100125288","cluster[genes]~6",0.777626632021475,"d5",-0.0631230723603435
"39","100125556","cluster[genes]~5",0.856324644311926,"d5",-1.13452313357298
"40","100126270","cluster[genes]~3",0.5755451250529,"d5",1.33408094385159
"41","100126313","cluster[genes]~6",0.449009242182362,"d5",0.365852320348583
"42","100126314","cluster[genes]~6",0.919884501535386,"d5",-0.996093349611661
"43","100126317","cluster[genes]~5",0.991410388350268,"d5",-0.248495487968287
"44","100126321","cluster[genes]~6",0.770391245197592,"d5",0.0656890760932725
"45","100126325","cluster[genes]~1",0.527024174895935,"d5",1.25687105527242
"46","100126338","cluster[genes]~6",0.73726699536687,"d5",-0.993393609075737
"47","100126348","cluster[genes]~6",0.749325330295617,"d5",-1.11951353264295
"48","100126572","cluster[genes]~5",0.526324514339654,"d5",-0.514054144677955
"49","100126784","cluster[genes]~4",0.84262295408352,"d5",-1.14553974074438
"50","100126793","cluster[genes]~3",0.975054715205215,"d5",0.917212810116866
"51","100127206","cluster[genes]~3",0.756302890292419,"d5",0.723259719299266
"52","100127967","cluster[genes]~4",0.537556480114034,"d5",-0.528855382261473
"53","100127983","cluster[genes]~3",0.972736824024341,"d5",1.16982201232062
"54","100128025","cluster[genes]~4",0.98863190952946,"d5",-1.12248432122052
"55","100128054","cluster[genes]~4",0.771563220029343,"d5",-0.635749039648602
"56","100128055","cluster[genes]~2",0.8634559593864,"d5",-0.0821859163173767
"57","100128071","cluster[genes]~2",0.844130706227945,"d5",0.44743327192991
"58","100128076","cluster[genes]~3",0.697678463178688,"d5",1.43972269865499
"59","100128079","cluster[genes]~5",0.997330012928768,"d5",-0.627794453438097
"60","100128164","cluster[genes]~5",0.993433831768673,"d5",-0.724774415356672
"61","100128239","cluster[genes]~2",0.986451081762787,"d5",0.305785614105471
"62","100128253","cluster[genes]~5",0.986219472034676,"d5",-0.117487000610592
"63","100128262","cluster[genes]~5",0.601412415897761,"d5",-0.396028424393259
"64","100128264","cluster[genes]~3",0.760422643932777,"d5",1.38698161180228
"65","100128285","cluster[genes]~5",0.92606212806474,"d5",-0.98557029477371
"66","100128317","cluster[genes]~4",0.550311303049572,"d5",-1.14680203953302
"67","100128325","cluster[genes]~5",0.575226688572758,"d5",0.335417912021374
"68","100128327","cluster[genes]~5",0.901385563827468,"d5",-0.742625153659824
"69","100128386","cluster[genes]~4",0.780292954570531,"d5",-1.33736589058056
"70","100128398","cluster[genes]~3",0.764791651775492,"d5",1.33921668941008
"71","100128420","cluster[genes]~6",0.999819373811838,"d5",-0.565250084241689
"72","100128511","cluster[genes]~2",0.925744680570889,"d5",-0.433723846684558
"73","100128537","cluster[genes]~6",0.558951662055743,"d5",0.190287168214426
"74","100128560","cluster[genes]~5",0.997341033044577,"d5",-0.28993146807536
"75","100128590","cluster[genes]~5",0.963258021604196,"d5",-0.0533338460682574
"76","100128594","cluster[genes]~4",0.866473694954097,"d5",-1.33956176263095
"77","100128675","cluster[genes]~1",0.981530874320748,"d5",1.3982200741421
"78","100128714","cluster[genes]~5",0.97739794806714,"d5",-0.418772840492038
"79","100128822","cluster[genes]~5",0.750437070864651,"d5",-1.23485454444142
"80","100128882","cluster[genes]~1",0.846401222560249,"d5",1.30228245182036
"81","100128885","cluster[genes]~3",0.990738434754518,"d5",1.04979438823598
"82","100128890","cluster[genes]~2",0.871636300072835,"d5",0.514111979952041
"83","100128893","cluster[genes]~5",0.868456678319737,"d5",-0.0239425806925407
"84","100128966","cluster[genes]~3",0.705642811385436,"d5",1.34016407140361
"85","100128993","cluster[genes]~4",0.964729691280319,"d5",-0.693960488226641
"86","100129027","cluster[genes]~5",0.613197373738358,"d5",-0.972459739494776
"87","100129060","cluster[genes]~2",0.538507331900736,"d5",0.535127150483568
"88","100129066","cluster[genes]~5",0.841667932842885,"d5",0.0513445768240367
"89","100129129","cluster[genes]~6",0.585077049606396,"d5",-1.20544160918737
"90","100129405","cluster[genes]~1",0.745878780998568,"d5",1.3483883136473
"91","100129434","cluster[genes]~2",0.978695978548557,"d5",-0.235539769213283
"92","100129460","cluster[genes]~1",0.95633549189473,"d5",1.13946370547715
"93","100129464","cluster[genes]~6",0.954353351369201,"d5",-0.771597338389578
"94","100129480","cluster[genes]~6",0.503554049678162,"d5",-0.680208931846344
"95","100129484","cluster[genes]~4",0.986614492187571,"d5",-1.01331969165964
"96","100129550","cluster[genes]~4",0.998312151811712,"d5",-0.990357480835213
"97","100129597","cluster[genes]~2",0.944094018119758,"d5",0.0470956994268269
"98","100129603","cluster[genes]~2",0.996965126572737,"d5",-0.0474482980855675
"99","100129620","cluster[genes]~4",0.862548347968881,"d5",-0.468607901461818
"100","100129654","cluster[genes]~5",0.742647943310159,"d5",-0.626821714627363
"101","100129662","cluster[genes]~3",0.989131316407216,"d5",1.26607888412354
"102","100129726","cluster[genes]~6",0.842419563199269,"d5",-0.796106923952839
"103","100129781","cluster[genes]~3",0.661909146760879,"d5",1.373085035757
"104","100129792","cluster[genes]~3",0.988751935852429,"d5",0.985761640451505
"105","100129827","cluster[genes]~2",0.994567453022384,"d5",-0.14245601494654
"106","100129842","cluster[genes]~3",0.996995789880467,"d5",1.13485204254049
"107","100129845","cluster[genes]~4",0.954520969307396,"d5",-0.559880348086656
"108","100129917","cluster[genes]~6",0.998100546264064,"d5",-0.532131370216661
"109","100129973","cluster[genes]~3",0.723512039716732,"d5",0.703307998033551
"110","100129995","cluster[genes]~3",0.775047313677526,"d5",0.707514397650375
"111","100130015","cluster[genes]~3",0.994683628055168,"d5",1.20798819251907
"112","100130155","cluster[genes]~1",0.535712786232115,"d5",1.35624091635155
"113","100130172","cluster[genes]~2",0.476653344792057,"d5",0.409219835647812
"114","100130207","cluster[genes]~1",0.496241282814688,"d5",0.516225849417996
"115","100130231","cluster[genes]~5",0.982580224416909,"d5",-0.340817082340098
"116","100130249","cluster[genes]~6",0.856821709826175,"d5",-1.10886980868059
"117","100130275","cluster[genes]~4",0.965752802040766,"d5",-1.05297443976196
"118","100130298","cluster[genes]~1",0.598306062437753,"d5",1.45292565166326
"119","100130301","cluster[genes]~5",0.884043144495935,"d5",-0.586210449768841
"120","100130311","cluster[genes]~3",0.997386214271874,"d5",0.986360437940565
"121","100130357","cluster[genes]~1",0.67044506004998,"d5",0.789147908934113
"122","100130370","cluster[genes]~5",0.655776118986916,"d5",-0.0380895961575172
"123","100130449","cluster[genes]~2",0.359728680772346,"d5",-1.30945919946515
"124","100130460","cluster[genes]~1",0.759362327206643,"d5",0.72365482536274
"125","100130476","cluster[genes]~3",0.93142417892389,"d5",1.35620183773627
"126","100130519","cluster[genes]~2",0.653748677172315,"d5",0.618853712467684
"127","100130522","cluster[genes]~5",0.97730445589494,"d5",-0.801067668700576
"128","100130539","cluster[genes]~2",0.617385160508662,"d5",0.603773307596722
"129","100130548","cluster[genes]~4",0.412717504614844,"d5",0.215755106932764
"130","100130705","cluster[genes]~6",0.990820168976164,"d5",-0.281444455740812
"131","100130717","cluster[genes]~5",0.369720675170986,"d5",0.194620212369361
"132","100130742","cluster[genes]~4",0.58395037769866,"d5",0.0281498501929594
"133","100130771","cluster[genes]~3",0.999150877205324,"d5",1.18431966679614
"134","100130827","cluster[genes]~3",0.954659646247929,"d5",1.31971345447512
"135","100130855","cluster[genes]~1",0.83391568761242,"d5",0.846252624089868
"136","100130887","cluster[genes]~4",0.528326304498128,"d5",-0.797875388983428
"137","100130934","cluster[genes]~1",0.416764197975094,"d5",0.59904411465877
"138","100130958","cluster[genes]~3",0.791136831857906,"d5",0.756314117747265
"139","100130967","cluster[genes]~3",0.998558789335101,"d5",1.17336876801703
"140","100130988","cluster[genes]~3",0.599802542981967,"d5",0.58807935140046
"141","100130992","cluster[genes]~5",0.9476000527842,"d5",0.05759461386398
"142","100131047","cluster[genes]~1",0.95012753311068,"d5",1.43952411821862
"143","100131060","cluster[genes]~4",0.999074029461928,"d5",-0.819660262255884
"144","100131137","cluster[genes]~4",0.8963286789383,"d5",-0.473682164827067
"145","100131138","cluster[genes]~2",0.716540622293619,"d5",0.45812820435066
"146","100131187","cluster[genes]~5",0.988242768560481,"d5",-0.839615302830125
"147","100131208","cluster[genes]~5",0.988987323544814,"d5",-0.429913783703162
"148","100131213","cluster[genes]~3",0.606084319635117,"d5",0.914468681871341
"149","100131234","cluster[genes]~6",0.693634852325807,"d5",-0.889019966227976
"150","100131244","cluster[genes]~5",0.965655657757073,"d5",-0.313232368740954
"151","100131289","cluster[genes]~3",0.885163124244777,"d5",0.810430704029127
"152","100131347","cluster[genes]~3",0.550340314529037,"d5",0.940945187520412
"153","100131366","cluster[genes]~2",0.996387950560867,"d5",-0.101309276776469
"154","100131390","cluster[genes]~2",0.978186021298502,"d5",0.350537364729882
"155","100131454","cluster[genes]~6",0.865490617059561,"d5",-1.05112121011115
"156","100131564","cluster[genes]~1",0.986991322434596,"d5",1.22548746251713
"157","100131733","cluster[genes]~6",0.478390759751367,"d5",-1.38600363083869
"158","100131814","cluster[genes]~1",0.52559682948738,"d5",0.482714332043436
"159","100131827","cluster[genes]~4",0.498070929406183,"d5",-0.585105800088137
"160","100131897","cluster[genes]~6",0.999296170190353,"d5",-0.549841559425139
"161","100132146","cluster[genes]~2",0.929913293758021,"d5",-0.302650537557948
"162","100132174","cluster[genes]~6",0.83694109636075,"d5",-0.392034015034245
"163","100132215","cluster[genes]~1",0.899864128343553,"d5",1.12599547920846
"164","100132249","cluster[genes]~5",0.970533483539939,"d5",-0.951417443179094
"165","100132287","cluster[genes]~5",0.874289233514928,"d5",0.204091743041221
"166","100132288","cluster[genes]~4",0.967075919591154,"d5",-0.640852817069446
"167","100132352","cluster[genes]~3",0.919830674306519,"d5",1.02476506650027
"168","100132354","cluster[genes]~4",0.479850610194654,"d5",-0.590023894412932
"169","100132406","cluster[genes]~6",0.994732130186024,"d5",-0.655013455736342
"170","100132501","cluster[genes]~3",0.97802936052382,"d5",1.2891813144202
"171","100132529","cluster[genes]~5",0.996808894996693,"d5",-0.551725703657269
"172","100132594","cluster[genes]~3",0.996847838791919,"d5",1.1459411243169
"173","100132724","cluster[genes]~5",0.91435635922038,"d5",-0.904595502885676
"174","100132735","cluster[genes]~6",0.998983028972882,"d5",-0.446774854313119
"175","100132813","cluster[genes]~6",0.575518440013113,"d5",-0.749111307311217
"176","100132831","cluster[genes]~5",0.454633998430479,"d5",-1.40999620093262
"177","100132891","cluster[genes]~1",0.976771194073593,"d5",1.39342328394616
"178","100132916","cluster[genes]~3",0.699596781548141,"d5",0.695428100501042
"179","100132987","cluster[genes]~5",0.79911465792174,"d5",-0.591348029557332
"180","100133005","cluster[genes]~1",0.466686881011924,"d5",0.83310531208481
"181","100133190","cluster[genes]~3",0.872087130804153,"d5",1.33794977661365
"182","100133286","cluster[genes]~5",0.623797643508897,"d5",0.424959561352378
"183","100133308","cluster[genes]~1",0.350931014745041,"d5",0.637080590942767
"184","100133315","cluster[genes]~1",0.977972054700788,"d5",1.18308215871601
"185","100133941","cluster[genes]~3",0.800420948136017,"d5",0.762905279290553
"186","100133957","cluster[genes]~4",0.936283489362252,"d5",-1.2796780836443
"187","100133991","cluster[genes]~3",0.981471585941465,"d5",0.895244231322379
"188","100134015","cluster[genes]~6",0.489552599934475,"d5",0.834577028060104
"189","100134229","cluster[genes]~2",0.418527744200748,"d5",0.10318197508136
"190","100134391","cluster[genes]~1",0.908478579620626,"d5",1.2259915481503
"191","100134713","cluster[genes]~6",0.926326132959228,"d5",-0.938482234454747
"192","100134934","cluster[genes]~4",0.858638758162291,"d5",-0.528976180782006
"193","10014","cluster[genes]~3",0.997943761156042,"d5",1.02493121704234
"194","100141515","cluster[genes]~6",0.853568044905548,"d5",-0.215480265719339
"195","100144602","cluster[genes]~2",0.399736531407362,"d5",0.501251621238908
"196","100158262","cluster[genes]~6",0.982060656752593,"d5",-0.681309053816296
"197","10017","cluster[genes]~3",0.999339058216651,"d5",1.15785406720887
"198","100174949","cluster[genes]~5",0.846463789754816,"d5",-0.708923107645552
"199","10018","cluster[genes]~3",0.992224425418616,"d5",0.965172715484479
"200","100188953","cluster[genes]~6",0.554271461940698,"d5",0.727013259917176
"201","100188954","cluster[genes]~6",0.999018314243224,"d5",-0.546917908351476
"202","10019","cluster[genes]~6",0.996206858877944,"d5",-0.658108560564964
"203","100190940","cluster[genes]~4",0.63155083267963,"d5",-1.46593103400851
"204","100191040","cluster[genes]~1",0.900772434521173,"d5",1.48440505428832
"205","100192378","cluster[genes]~5",0.76999007223455,"d5",-0.786354693086748
"206","100192386","cluster[genes]~3",0.999242164978742,"d5",1.05002185065057
"207","10021","cluster[genes]~3",0.982381528092038,"d5",0.909105463051613
"208","100216479","cluster[genes]~3",0.973264163342558,"d5",0.922561465448723
"209","10023","cluster[genes]~3",0.513298529811213,"d5",0.76257542670019
"210","100268168","cluster[genes]~2",0.745708003273573,"d5",-0.801392253527218
"211","100270679","cluster[genes]~2",0.379009581615764,"d5",0.305173928828007
"212","100270680","cluster[genes]~4",0.474395787914659,"d5",-1.32704652243701
"213","100270746","cluster[genes]~2",0.516195304186385,"d5",0.594494486510353
"214","100270804","cluster[genes]~1",0.844252875981797,"d5",0.909121952464725
"215","100271715","cluster[genes]~3",0.823691108645358,"d5",1.33645630419232
"216","100271722","cluster[genes]~6",0.887604996769344,"d5",-0.566504189097044
"217","100271849","cluster[genes]~2",0.91167752030467,"d5",-0.522955833096502
"218","100272228","cluster[genes]~1",0.851133115134829,"d5",1.25227611844795
"219","100286844","cluster[genes]~5",0.437787671101823,"d5",0.0976606029566947
"220","100286925","cluster[genes]~6",0.989191508988108,"d5",-0.451536407615722
"221","100287015","cluster[genes]~2",0.595353320125661,"d5",0.43467530939922
"222","100287036","cluster[genes]~6",0.324986766135561,"d5",-1.34170195522555
"223","100287082","cluster[genes]~1",0.797620279774511,"d5",0.727940181313312
"224","100287175","cluster[genes]~3",0.881235138379537,"d5",1.14942041232055
"225","100287177","cluster[genes]~6",0.868542472392838,"d5",-0.786501902644656
"226","100287225","cluster[genes]~6",0.992682759387788,"d5",-0.317338384892795
"227","100287314","cluster[genes]~2",0.517283540770931,"d5",-0.298750898414615
"228","100287362","cluster[genes]~1",0.904959353354713,"d5",0.921505199318729
"229","100287482","cluster[genes]~2",0.984056261890403,"d5",-0.114124530646889
"230","100287497","cluster[genes]~1",0.996208552560411,"d5",1.25471883650109
"231","100287559","cluster[genes]~6",0.969597995865484,"d5",-0.441621291556266
"232","100287569","cluster[genes]~1",0.854687783284547,"d5",0.900224540120389
"233","100287718","cluster[genes]~5",0.99698695281355,"d5",-0.632412322031336
"234","100287722","cluster[genes]~5",0.975357404055026,"d5",-0.777523713503274
"235","100287837","cluster[genes]~4",0.84656292056958,"d5",-1.02909284437483
"236","100287896","cluster[genes]~3",0.407688671451522,"d5",0.796109788311962
"237","100287902","cluster[genes]~1",0.653027951142294,"d5",1.11249522382134
"238","100288072","cluster[genes]~4",0.938048821031668,"d5",-0.474569864260743
"239","100288077","cluster[genes]~6",0.995062843150191,"d5",-0.585201569405698
"240","100288142","cluster[genes]~4",0.990960937189818,"d5",-0.939306698018227
"241","100288152","cluster[genes]~4",0.457365921353768,"d5",-0.167435574586861
"242","100288175","cluster[genes]~3",0.999627228742301,"d5",1.13606818328178
"243","100288181","cluster[genes]~4",0.998751891417794,"d5",-0.894763464186779
"244","100288428","cluster[genes]~4",0.948341666454578,"d5",-0.828008522607075
"245","100288687","cluster[genes]~6",0.58103729842364,"d5",-0.0073294408013745
"246","100288748","cluster[genes]~3",0.500861981950501,"d5",0.594330091128827
"247","100288798","cluster[genes]~6",0.967769369414264,"d5",-0.531589469157959
"248","100288805","cluster[genes]~1",0.988095836389332,"d5",1.38229122951351
"249","100288846","cluster[genes]~4",0.415839786036142,"d5",-1.43363142787176
"250","100288866","cluster[genes]~5",0.974928211927357,"d5",-0.931844294209871
"251","100288974","cluster[genes]~3",0.905077332856121,"d5",1.33657940602761
"252","100289097","cluster[genes]~1",0.802066275217784,"d5",1.42364337396457
"253","100289137","cluster[genes]~4",0.984676977384846,"d5",-0.685070965726276
"254","100289178","cluster[genes]~4",0.99776322209822,"d5",-0.998478585808668
"255","100289211","cluster[genes]~1",0.903256588690689,"d5",1.41708333272866
"256","100289230","cluster[genes]~4",0.799596530029083,"d5",-0.435421399984045
"257","100289333","cluster[genes]~3",0.490187995813723,"d5",1.06158870392142
"258","100289341","cluster[genes]~6",0.500235275445822,"d5",-1.27912423866746
"259","100289495","cluster[genes]~3",0.977769784256513,"d5",0.886601916567824
"260","100289561","cluster[genes]~3",0.862181949601929,"d5",0.91093332442495
"261","100289650","cluster[genes]~5",0.998764688748411,"d5",-0.356238468311191
"262","100289678","cluster[genes]~6",0.490125236131084,"d5",0.0215855464673048
"263","100291105","cluster[genes]~6",0.986039888317037,"d5",-0.872525344603925
"264","100292680","cluster[genes]~6",0.999768895573798,"d5",-0.559761019820975
"265","1003","cluster[genes]~6",0.969665783250197,"d5",-0.740089108610882
"266","100302119","cluster[genes]~4",0.976057281864564,"d5",-0.576197151657227
"267","100302121","cluster[genes]~5",0.973925107176742,"d5",-0.0419780712739051
"268","100302122","cluster[genes]~4",0.980357838280463,"d5",-1.06619037169737
"269","100302143","cluster[genes]~6",0.368120615998629,"d5",0.970805748215729
"270","100302145","cluster[genes]~2",0.879099741482638,"d5",0.434488784214469
"271","100302158","cluster[genes]~4",0.64714600455641,"d5",-0.125392084060349
"272","100302163","cluster[genes]~5",0.972510190138371,"d5",-0.192748678053933
"273","100302174","cluster[genes]~6",0.577351690008389,"d5",-0.239516129700849
"274","100302183","cluster[genes]~4",0.997719371390749,"d5",-0.773152925163486
"275","100302185","cluster[genes]~6",0.633660915929496,"d5",-0.776163493139592
"276","100302197","cluster[genes]~4",0.593025225555212,"d5",-0.0294506654913073
"277","100302201","cluster[genes]~4",0.906734805687537,"d5",-1.19567017707965
"278","100302210","cluster[genes]~4",0.537081336448717,"d5",-0.0853286357583671
"279","100302224","cluster[genes]~2",0.510978098747851,"d5",-0.358513779698305
"280","100302233","cluster[genes]~6",0.61709288433113,"d5",0.596305258132298
"281","100302257","cluster[genes]~2",0.749857580935628,"d5",-0.987811038917657
"282","100302258","cluster[genes]~6",0.998911554666369,"d5",-0.723502177028987
"283","100302263","cluster[genes]~6",0.92685163734053,"d5",-0.758356126478286
"284","100302283","cluster[genes]~6",0.999083096700952,"d5",-0.469065830246019
"285","100302285","cluster[genes]~6",0.935371476970739,"d5",-0.0316161584633383
"286","100302640","cluster[genes]~4",0.582965981540996,"d5",0.123162291537128
"287","100302736","cluster[genes]~6",0.714474328240712,"d5",0.528288303430002
"288","100302740","cluster[genes]~5",0.990048805883122,"d5",-0.435962384665885
"289","100303491","cluster[genes]~1",0.940058312620578,"d5",1.46897417936069
"290","100309464","cluster[genes]~5",0.966258616826609,"d5",-0.204110539557121
"291","100310756","cluster[genes]~3",0.7728863253363,"d5",1.33030392471136
"292","100313887","cluster[genes]~4",0.501864647578254,"d5",-1.03140021254814
"293","100316904","cluster[genes]~2",0.935859306974156,"d5",-0.254186099383363
"294","100335030","cluster[genes]~6",0.651340044347753,"d5",0.637876303379533
"295","100379249","cluster[genes]~6",0.998995977517667,"d5",-0.534119696439039
"296","100379345","cluster[genes]~6",0.534009305844741,"d5",-0.924271538476324
"297","100379661","cluster[genes]~4",0.672646736896881,"d5",-1.46403423728843
"298","10039","cluster[genes]~6",0.641060295664265,"d5",-0.916765103567577
"299","10040","cluster[genes]~3",0.997811196685507,"d5",1.01501672330861
"300","100419008","cluster[genes]~6",0.990081726419786,"d5",-0.650172993209518
"301","100422737","cluster[genes]~1",0.468310288883799,"d5",0.647131993874683
"302","100422824","cluster[genes]~4",0.995077896039736,"d5",-0.859879850957363
"303","100422832","cluster[genes]~3",0.967458069463402,"d5",0.985277634563224
"304","100422833","cluster[genes]~5",0.954679151041378,"d5",-0.139034321379296
"305","100422858","cluster[genes]~6",0.985772000209273,"d5",-0.206537390165553
"306","100422879","cluster[genes]~4",0.799287905347445,"d5",-1.33495865185865
"307","100422885","cluster[genes]~4",0.788328776759789,"d5",-1.28803142317531
"308","100422893","cluster[genes]~4",0.726178018170522,"d5",-1.22371107945932
"309","100422899","cluster[genes]~5",0.969047488411228,"d5",-0.917513471556779
"310","100422925","cluster[genes]~4",0.8478771804535,"d5",-1.35165568296903
"311","100422933","cluster[genes]~1",0.515271330943186,"d5",0.794644578094155
"312","100422934","cluster[genes]~6",0.53397846246912,"d5",0.290621766022954
"313","100422943","cluster[genes]~6",0.963043684867565,"d5",-0.938600780752231
"314","100422974","cluster[genes]~5",0.995286605561654,"d5",-0.231150710473651
"315","100422979","cluster[genes]~6",0.999797888214573,"d5",-0.548465674234576
"316","100422995","cluster[genes]~4",0.967804655932326,"d5",-1.22030312651849
"317","100423003","cluster[genes]~4",0.995916095844175,"d5",-1.0534861484597
"318","100423009","cluster[genes]~6",0.99913949295732,"d5",-0.593550538504568
"319","100423011","cluster[genes]~6",0.97635807972566,"d5",-0.685293938721288
"320","100423020","cluster[genes]~6",0.933854123613807,"d5",0.033065352687267
"321","100423023","cluster[genes]~4",0.997551663904664,"d5",-0.865807417803166
"322","100423041","cluster[genes]~5",0.991499013189676,"d5",-0.754870054234415
"323","10044","cluster[genes]~6",0.999387750671471,"d5",-0.477649368076744
"324","10045","cluster[genes]~3",0.97694941761598,"d5",0.884523945335965
"325","10046","cluster[genes]~6",0.689954966199625,"d5",-0.928788963147078
"326","100498859","cluster[genes]~5",0.994728759640086,"d5",-0.775411375045479
"327","100499171","cluster[genes]~4",0.897491847516124,"d5",-0.392422044494148
"328","100499227","cluster[genes]~5",0.991792508068068,"d5",-0.365053134024117
"329","100499405","cluster[genes]~5",0.598876377840067,"d5",-0.230840498947619
"330","100499466","cluster[genes]~6",0.95672674069618,"d5",-0.742318464046718
"331","100499467","cluster[genes]~5",0.935840587382662,"d5",-0.927240124842445
"332","100499483","cluster[genes]~6",0.745463968107508,"d5",-0.0394010760823191
"333","100499484","cluster[genes]~1",0.832395020339789,"d5",1.47777477026527
"334","1005","cluster[genes]~1",0.525350905310899,"d5",1.48122737868071
"335","100500802","cluster[genes]~2",0.936404222759759,"d5",-0.556819143333425
"336","100500804","cluster[genes]~3",0.812272474419656,"d5",0.736181467602014
"337","100500811","cluster[genes]~2",0.912914150236202,"d5",0.433678660057947
"338","100500818","cluster[genes]~6",0.884806084551323,"d5",0.126010548616846
"339","100500827","cluster[genes]~4",0.9836689364635,"d5",-0.617048269088826
"340","100500832","cluster[genes]~6",0.946655753635973,"d5",-0.0856104745511675
"341","100500837","cluster[genes]~6",0.999768993591761,"d5",-0.546336503111304
"342","100500842","cluster[genes]~6",0.995323047379594,"d5",-0.568609496950969
"343","100500850","cluster[genes]~4",0.823915347023889,"d5",-0.279077210650788
"344","100500858","cluster[genes]~3",0.493022377696926,"d5",0.633931451956831
"345","100500860","cluster[genes]~6",0.8662156013508,"d5",-0.755676706331987
"346","100500867","cluster[genes]~4",0.668120184278588,"d5",-0.089833904394512
"347","100500888","cluster[genes]~6",0.741209215929277,"d5",-1.09834514835559
"348","100500903","cluster[genes]~4",0.929133893287634,"d5",-1.0360998230985
"349","100500905","cluster[genes]~5",0.976423909347832,"d5",-0.25736522326205
"350","100500914","cluster[genes]~5",0.647632979451428,"d5",-1.29360736020474
"351","100500918","cluster[genes]~6",0.919163652384918,"d5",-0.552859284377695
"352","100505477","cluster[genes]~5",0.900767814222419,"d5",-0.742835318936125
"353","100505483","cluster[genes]~1",0.621294664791126,"d5",1.31193643773107
"354","100505498","cluster[genes]~4",0.888498606443289,"d5",-0.336943453715238
"355","100505501","cluster[genes]~3",0.966591994343508,"d5",0.957937965255165
"356","100505530","cluster[genes]~2",0.86928416774461,"d5",0.50512460505253
"357","100505532","cluster[genes]~6",0.920511335588701,"d5",-0.699079793417734
"358","100505534","cluster[genes]~1",0.614568790430401,"d5",0.833162464551732
"359","100505549","cluster[genes]~4",0.611216353521318,"d5",-0.592712075476835
"360","100505555","cluster[genes]~6",0.974756098472439,"d5",-0.143938618493204
"361","100505561","cluster[genes]~4",0.603856175533696,"d5",0.112328422744723
"362","100505566","cluster[genes]~4",0.984304802227832,"d5",-0.626969305296706
"363","100505573","cluster[genes]~6",0.566669237607661,"d5",-1.15451399689007
"364","100505576","cluster[genes]~2",0.924226432833985,"d5",0.463650940317953
"365","100505588","cluster[genes]~3",0.971908028126865,"d5",0.894772389275631
"366","100505592","cluster[genes]~6",0.962885450516704,"d5",-0.822003956924799
"367","100505601","cluster[genes]~1",0.6290502213198,"d5",0.740946121316888
"368","100505619","cluster[genes]~1",0.531399755155641,"d5",0.786461387332291
"369","100505622","cluster[genes]~2",0.442588014213374,"d5",-1.14883167289989
"370","100505636","cluster[genes]~1",0.56340634349031,"d5",0.897045539128928
"371","100505678","cluster[genes]~1",0.989641744071562,"d5",1.29366867710757
"372","100505683","cluster[genes]~3",0.526755843129865,"d5",0.48890452410151
